objectiv_id,objectiv,freq
0,roshan_kill,0.00249922863314
1,aegis_stolen,1.02848914944e-05
2,tower_deny,0.000853645994035
3,firstblood,0.798971510851
4,aegis,0.00247865885015
5,tower_kill,0.00742569165895
